ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;TEXTE;MOTS_CLES;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0279;Assemblee;Mme Chrysoula Zacharopoulou;inconnu;2023-10-17;P1_choc;au cours de sa visite en israel mme ursula von der leyen s est exprimee en tant que presidente de la commission europeenne la position de l union europeenne est tres claire et a ete rappelee des le 10 octobre par les ministres des affaires etrangeres de l union puis le 15 octobre par le conseil europeen qui regroupe les chefs d etat ou de gouvernement des etats membres dans une declaration publique l union europeenne a ainsi condamne avec la plus grande fermete les attaques terroristes perpetrees par le hamas en israel et rappele le droit d israel a se defendre dans le respect du droit international humanitaire elle a reaffirme l importance d assurer la protection de tous les civils a tout moment conformement a ce meme droit la commission a appele le hamas a liberer immediatement tous les ...;israel, hamas, droit international, civils, otage, deux etats, otages;;;;;
0280;Assemblee;M. Aymeric Caron;LFI-NFP;2025-04-08;P7_cessez_feu;les complices sont ceux qui se rendent en israel pour soutenir le gouvernement fasciste de netanyahou et encourager son armee applaudissements sur les bancs du groupe lfi nfp les complices sont ceux qui repandent la propagande du groupe de lobbying de l extreme droite israelienne elnet les complices sont ceux qui menent des campagnes de diffamation contre la rapporteuse speciale des nations unies sur la situation des droits de l homme dans les territoires palestiniens les complices sont ceux qui recoivent a paris des ministres d un etat desormais voyou ceux qui sont incapables de la moindre sanction de la moindre reprimande s il y a tant de complices ici c est parce que la vie des enfants palestiniens a pour vous moins de valeur que la vie des autres enfants danss le monde applaudissements...;palestiniens, israelien, israel, netanyahou, palestinien, israelienne, nations unies, territoires palestiniens;;;;;
0281;Twitter;ugobernalicis;LFI-NFP;2023-10-30;P1_choc;"Ce midi, en sortant du train, j'ai été agressé verbalement et physiquement gare du Nord, au sujet de nos positions pour la paix dans le conflit israelo-palestinien.
Le bashing mediatico-politique y est pour beaucoup.
J'ai déposé plainte.
Je ne baisserai pas les yeux.
Jamais ✊️";israel, palestinien;;;;;
0282;Assemblee;Mme Stéphanie Kochert;HOR;2023-05-04;P0_pre_7oct;mais la reconnaissance definitive de l etat palestinien ne peut se faire qu au prix d une reconciliation durable intrapalestinienne si et seulement si le hamas organisation terroriste accepte definitivement l existence de l etat d israel et renonce a la violence ensuite dans cette proposition de resolution il y a la qualification de crime d apartheid chers collegues quelques ong ne peuvent presider a l esprit de nos debats par la publication de rapports partiels et partisans;israel, palestinien, hamas, palestinienne, etat palestinien;;;;;
0283;Twitter;portes_thomas;LFI-NFP;2024-03-29;P3_post_cij;"L’armée « le plus morale du monde » dans ses œuvres. 
Des criminels de guerre qui utilisent des palestiniens comme bouclier humain devant un char. 
Israël assassine un peuple, chaque jour les images arrivent et éclatent au grand jour.";palestiniens, israel, palestinien;;;;;
0284;Assemblee;M. Sébastien Chenu;RN;2025-12-18;P7_cessez_feu;pourtant en 1945 la loi adoptee par vichy n est pas abrogee davantage que les actes prives d ailleurs c est la visibilite homosexuelle qui est scandaleusement visee et socialement deconsideree sur ce point je rejoins le rapporteur la france ici a manque a son devoir c est pourquoi je le repete jusqu en 1982 ce n etait pas mieux avant d aucuns disent parfois que c etait mieux ailleurs non dans ce domaine precis pas davantage lorsqu elle a depenalise l homosexualite en 1791 la france a ete le premier pays a le faire en europe avant l italie avant l allemagne avant le royaume uni et ailleurs en europe en europe de l est communiste jusqu a recemment la morale proletarienne s alignait sur un modele repressif et brutal imposant un silence total avec la complicite des grands leaders communistes f...;gaza, palestinien, palestinienne, autorite palestinienne;;;;;
0285;Twitter;fredvalletoux;HOR;2025-10-07;P7_cessez_feu;"🏛️ Nous n'oublierons jamais le pire massacre antisémite du XXIème siècle, il y a deux ans, le 7 octobre 2023.

Ni les victimes, ni leurs familles, ni les otages encore détenus : nous n'oublions rien.

La lutte contre l'antisémitisme reste une urgence et une exigence.";7 octobre, antisemitisme, antisemite, otage, otages, massacre;;;;;
0286;Twitter;alexiscorbiere;inconnu;2025-09-22;P7_cessez_feu;"La Mairie de #Montreuil @PatriceBessac et les élus municipaux pavoisent l’hôtel de ville d’un drapeau palestinien.

Cette décision accompagne la reconnaissance de l’Etat de Palestine par la France à l’ONU.
Fiers des maires de ma circonscription qui ont pris position pour la paix.";palestine, palestinien, onu;;;;;
0287;Assemblee;M. Gérald Darmanin;REN;2023-10-24;P1_choc;plus d une vingtaine d interpellations ont eu lieu les personnes concernees devront repondre devant les services de m le garde des sceaux de leurs slogans sur de pretendus bebes decapites et de leurs arguments antisemites inacceptables la consigne donnee aux prefets de la republique est d interdire toutes les manifestations qui pourraient troubler l ordre public soutenir la cause palestinienne et les civils palestiniens est evidemment autorise mais pas les manifestations de collectifs tels que palestine vaincra nous souhaitons que le conseil d etat nous donne raison sur sa dissolution le ministere de l interieur et des outre mer et le ministere de la justice s opposeront a tous les faits contraires au droit applaudissements sur les bancs du groupe re et sur plusieurs bancs du groupe dem;palestiniens, palestine, palestinien, palestinienne, antisemite, civils;;;;;
0288;Twitter;alma_dufour;LFI-NFP;2025-06-06;P7_cessez_feu;J’ai pas compris du coup c’est quoi la saloperie ? Être jumelé avec une ville israélienne en plein génocide ? J’aurais pas employé des mots aussi forts mais je suis contente de voir que vous vous rendiez enfin à la raison 😂;israelien, israel, israelienne, genocide;;;;;
0289;Assemblee;M. Éric Pauget;LR;2023-05-17;P0_pre_7oct;permettez moi de prendre un peu de temps pour expliquer pourquoi je m apprete a emettre avec force un avis defavorable a ces amendements du gouvernement et de la majorite applaudissements sur les bancs des groupes rn lfi nupes lr et soc d abord sur la forme sans vouloir rajouter a la polemique alors que nos discussions se sont bien deroulees et que les objectifs de cette proposition de loi beneficient legitimement d un large consensus j ai ete en tant que rapporteur pour avis stupefait et meme consterne de decouvrir les amendements de suppression deposes vendredi a dix sept heures applaudissements sur les bancs des groupes rn lfi nupes lr soc ecolo nupes gdr nupes et liot le gouvernement n en avait pas depose lors de l examen du texte au senat ni a l assemblee en commission des lois ou en ...;7 octobre, legitime;;;;;
0290;Twitter;louisboyard;LFI-NFP;2024-05-29;P4_rafah;"La presse rapporte que le Gouvernement commence à prendre peur face à l’ampleur des mobilisations.

On continue.

➡️Ce soir 18h30 Place St Augustin à Paris.

Reconnaissance de l'Etat Palestinien. Sanctions contre Israël. Embargo sur les armes. La fin du génocide.

Maintenant.";israel, palestinien, etat palestinien, genocide;;;;;
0291;Twitter;maudgatel;MODEM;2025-10-13;P7_cessez_feu;Bien sûr la joie de voir les otages enfin libérés. Mais aussi la tristesse en tentant d’imaginer ce qu’ils ont vécu depuis 737 jours. Et pour tous ceux qui ne reviendront pas.;otage, otages;;;;;
0292;Twitter;ugobernalicis;LFI-NFP;2024-05-20;P4_rafah;"🔴 Le procureur de la Cour pénale internationale réclame un mandat d’arrêt contre Benyamin Nétanyahou et son ministre de la défense d’Israël, Yoav Gallant pour crimes de guerre et crimes contre l’humanité, ainsi que trois dirigeants du Hamas.

⚠️ La #France doit maintenant agir en stoppant toutes livraisons d'armes et en sanctionnant les criminels de guerre du gouvernement Israélien.";israelien, israel, netanyahou, hamas, gouvernement israelien, crimes de guerre, cour penale internationale;;;;;
0293;Twitter;s_bourouaha;GDR;2024-02-03;P3_post_cij;En Égypte avec une délégation de parlementaires, nous nous rendrons demain à Rafah, à la frontière avec Gaza pr demander un cessez-le-feu le feu immédiat et permanent. Merci à M. l'Ambassadeur Éric Chevalier, et à  l'Ambassade de ns avoir accueilli et facilité notre déplacement.;gaza, cessez-le-feu, rafah;;;;;
0294;Twitter;ugobernalicis;LFI-NFP;2023-03-24;P0_pre_7oct;"Inefficace pour assurer la sécurité des manifestants, contraire à toute doctrine de désescalade : n'attendons plus de documenter les actions illégitimes et disproportionnées de la #BRAV_M.

🖋️Je vous invite à signer la Pétition pour leur dissolution : petitions.assemblee-national…";disproportionnee, illegitime, disproportionne, legitime;;;;;
0295;Twitter;caronaymericoff;LFI-NFP;2024-12-30;P6_mandats_cpi;"Chez la serial menteuse Caroline Fourest, à la tête d’une petite bande spécialisée dans le harcèlement en meute dont les membres jouent ensuite les victimes quand on les démasque, le mensonge est à la fois une passion, une seconde nature, et une tactique. Et plus c’est gros, plus elle espère que ça va passer.

Et ce mensonge est notamment au service de son idéologie raciste, qui est celle du printemps républicain.

D’ailleurs sur le plateau d’ONPC, en 2015, lorsque Fourest avait menti devant tou...";israelien, israel, gaza, palestinien, israelienne, armee israelienne, massacre;;;;;
0296;Twitter;hadrienclouet;LFI-NFP;2025-09-24;P7_cessez_feu;"L'énorme mobilisation populaire et syndicale italienne 🇮🇹 force leur gouvernement à dépêcher une frégate militaire pour sécuriser la @gbsumudflotilla.

L'extrême-centre macroniste, lui, toujours à genoux devant Netanyahou.";netanyahou;;;;;
0297;Twitter;deputee_obono;LFI-NFP;2025-06-13;P7_cessez_feu;❌️ Les gouvernements occidentaux n'ignorent pas le #génocide qu'Israel commet à #Gaza. Ils y participent activement. @GretaThunberg a absolument raison quand elle répond qu'un des facteurs explicatifs majeur de leur complicité est leur profond #racisme.;israel, gaza, genocide;;;;;
0298;Twitter;legavrejerome;LFI-NFP;2025-04-08;P7_cessez_feu;"Le spectacle des visages des enfants assassinés à Gaza provoque les hurlements hystériques des soutiens de Netanyahu et de l’extermination des palestiniens. Pour le ministre de l’Europe, chargé de répondre à Aymeric Caron, ces enfants ne comptent pas : il n’en dit pas un mot. Pour lui, brandir ces photos est une preuve d’antisémitisme.
Les complices n’aiment pas qu’on les mette devant leurs responsabilités.";palestiniens, gaza, palestinien, netanyahu, antisemitisme;;;;;
0299;Twitter;bilongocarlos;LFI;2025-06-01;P7_cessez_feu;"Force et honneur à tout l’équipage ! Respect immense à @RimaHas 

Drapeau Palestine 🇵🇸 qui flotte sur le bateau";palestine;;;;;
0300;Twitter;ballardphilippe;RN;2025-06-09;P7_cessez_feu;"📺 Il faut de l’aide humanitaire à #Gaza, à condition qu’elle ne soit pas confisquée par le #Hamas.

Ces terroristes islamistes se servent de la population palestinienne comme de boucliers humains.

@franceinfo";gaza, palestinien, hamas, palestinienne, aide humanitaire;;;;;
0301;Assemblee;Mme Sophie Primas;RN;2024-11-19;P5_escalade;vous nous interrogez sur la qualification de genocide en droit le genocide est defini a l article 2 de la convention pour la prevention et la repression du crime de genocide de 1948 ainsi qu a l article 6 du statut de rome de la cour penale internationale en vertu de ces dispositions le genocide s entend comme la commission de certains des actes que vous mentionnez dans l intention de detruire en tout ou en partie un groupe national ethnique racial ou religieux la qualification de genocide sur le fondement de l une de ces dispositions releve exclusivement de la competence du juge en l occurrence ni la cour internationale de justice ni la cour penale internationale n ont estime a ce jour qu israel ou ses dirigeants commettaient un genocide a gaza la france se soumet a cette decision;israel, gaza, genocide, cour internationale de justice, cour penale internationale;;;;;
